Address,Bedrooms,Bathrooms,Area(sqft),Year Built,Parking,Price($),Location,Price/Sqft
5645 Soledad Mountain Rd,5,5,2757,2010,yes,2444400,San Diego,886.62
5460 La Jolla Blvd #G201,2,2,1768,2005,yes,2250000,San Diego,1272.62
18692 Caminito Cantilena #213,2,2,1056,1993,yes,600000,San Diego,568.18
6501 Bing St,5,2,2344,1950,yes,895000,San Diego,381.83
10183 Lone Dove St,4,4,2886,2003,yes,1869000,San Diego,647.61
3216 W  Canyon Ave  W,4,3,2142,1999,yes,1384000,San Diego,646.13
3476 Martin Ave,3,1,1004,1949,yes,699000,San Diego,696.22
7877 Inception Way,3,4,1814,2012,yes,1185000,San Diego,653.25
800 The Mark Ln #1004,1,1,905,2007,yes,699000,San Diego,772.38
777 6th Ave #234,1,1,544,2005,yes,425000,San Diego,781.25
5875 Box Canyon Rd,5,5,4498,1959,yes,4395000,San Diego,977.1
4334 Beta St,9,7,3180,1973,yes,1550000,San Diego,487.42
17440 Plaza Animado #124,2,2,1455,1973,yes,585000,San Diego,402.06
12312 Cornwallis Sq,4,3,2221,1990,yes,1199900,San Diego,540.25
2644 Costebelle Dr,4,4,3623,1985,yes,4290000,San Diego,1184.1
5523 Conrad Ave,3,2,1592,1961,yes,999000,San Diego,627.51
3693 Eagle St,3,2,1468,1933,yes,1450000,San Diego,987.74
6675 Mission Gorge Rd #A114,1,1,626,1976,yes,425000,San Diego,678.91
7567 Northern Lgts,4,5,6217,2004,yes,5699000,San Diego,916.68
550 Front St #1603,2,3,1203,2005,yes,1275000,San Diego,1059.85
14630 Caminito Lazanja,5,5,3570,2003,yes,2850000,San Diego,798.32
3930 Centre St #104,2,2,1210,1986,yes,689900,San Diego,570.17
2200 Coronado Ave #34,3,2,1300,1986,yes,269000,San Diego,206.92
4010 Crown Point Dr,3,3,1635,1970,yes,1475000,San Diego,902.14
2921 29th St,4,3,1844,1952,yes,1575000,San Diego,854.12
8496 Spreckels Ln,4,3,2360,2010,yes,1495000,San Diego,633.47
3611 1/2 46th St,3,2,750,1929,yes,695000,San Diego,926.67
800 The Mark Ln #1601,2,2,1324,2007,yes,1100000,San Diego,830.82
100 Harbor Dr   #3902,3,4,4303,1992,yes,4888888,San Diego,1136.16
572 21st St,4,4,2145,1920,no,1475000,San Diego,687.65
1245 Colusa St,4,3,2308,1940,no,1640000,San Diego,710.57
8418 Paseo Del Ocaso,5,3,2232,1980,yes,4750000,San Diego,2128.14
Plan 1 in Atwood at 3Roots by Shea Homes-Family,3,4,1518,2023,no,874310,San Diego,575.96
361 C Ave,3,3,1976,2015,yes,3140000,San Diego,1589.07
4430 Cape May Ave,6,5,3602,1990,yes,2998985,San Diego,832.59
402 63rd St #142,3,2,978,2012,yes,220000,San Diego,224.95
8530 Boulder Way,4,3,2148,2019,yes,1000000,San Diego,465.55
4435 Nobel Dr #16,2,2,1005,1985,yes,850000,San Diego,845.77
5507 Ladybird Ln,3,2,2053,1963,yes,2800000,San Diego,1363.86
16226 Avenida Venusto #E,3,2,1311,1991,yes,675000,San Diego,514.87
6979 Bobhird Dr,5,3,1794,1967,yes,1238000,San Diego,690.08
2760 B St #114,1,1,560,2006,yes,449000,San Diego,801.79
645 Front St #101,2,3,2150,2003,yes,1899999,San Diego,883.72
888 W  E St   #3201,3,3,1770,2018,yes,3399000,San Diego,1920.34
7856 Sendero Angelica,5,6,6558,2008,yes,6900000,San Diego,1052.15
824 Armada Ter,4,3,2939,1966,yes,4295000,San Diego,1461.38
3340 Del Sol Blvd #97,3,2,1440,1979,no,224000,San Diego,155.56
Plan 4 in Atwood at 3Roots by Shea Homes-Family,2,3,1518,2023,no,890000,San Diego,586.3
8902 Trailridge Ave,4,4,2590,2018,yes,1199000,San Diego,462.93
8851 Covina St,2,1,751,1972,yes,750000,San Diego,998.67
2217 Burroughs St #5,2,1,777,1995,yes,469000,San Diego,603.6
2820 Carleton St #13,3,4,1800,2015,yes,1549000,San Diego,860.56
2364 Almeria Ct,5,3,2940,1979,yes,2175000,San Diego,739.8
11152 Poblado Rd,2,2,1116,1971,yes,699000,San Diego,626.34
7813 Starling Dr,2,1,1002,1975,no,611000,San Diego,609.78
15584 Cobble Creek Ln,5,5,4178,2010,yes,2200000,San Diego,526.57
4460 Ocean View Blvd #6,3,3,1460,2020,yes,650000,San Diego,445.21
7775 Exchange Pl,3,2,1136,1930,yes,1629000,San Diego,1433.98
1080 Park Blvd #1411,0,1,711,2007,yes,470000,San Diego,661.04
7563 Montien Rd,6,7,7190,2006,yes,8499000,San Diego,1182.06
7826 Prospect Pl,3,3,2868,1926,yes,4499000,San Diego,1568.69
553 Rosemont St,2,3,2341,2009,yes,2399000,San Diego,1024.78
785 Loma Valley Rd,3,2,1657,1961,yes,1695000,San Diego,1022.93
5331-5333 W  Falls View Dr,9,4,2970,1952,yes,1675000,San Diego,563.97
1775 Diamond St #218,2,2,900,1975,yes,720000,San Diego,800.0
4606 Max Dr,2,1,810,1945,yes,899000,San Diego,1109.88
1021 Muirlands Dr,8,10,10168,1988,yes,16750000,San Diego,1647.32
620 State St #321,2,2,1048,1989,yes,749000,San Diego,714.69
12229 Carmel Vista Rd #153,1,1,791,1984,yes,648000,San Diego,819.22
1720 Moorland Dr,4,3,3788,1999,yes,2995000,San Diego,790.65
17168 Blue Skies Rdg,6,6,4611,2002,yes,3398000,San Diego,736.93
1580 Union St #206,1,1,681,2004,yes,599000,San Diego,879.59
3014 Evergreen St,5,4,3547,1941,yes,3000000,San Diego,845.79
13785 Caminito Anzio,2,1,882,1973,yes,479000,San Diego,543.08
936 Adella Ave,5,6,2750,1925,yes,5500000,San Diego,2000.0
4064 Huerfano Ave #165,3,2,1008,1972,yes,639000,San Diego,633.93
13233 Petunia Way,4,3,2189,2003,yes,1789000,San Diego,817.27
90 Montego Ct,2,3,1471,1982,yes,1195000,San Diego,812.37
8085 Caminito De Pizza,2,2,894,1975,yes,499000,San Diego,558.17
13978 Royal Dornoch Sq,3,3,2141,1988,yes,1425000,San Diego,665.58
7505 Caminito Avola,3,2,2040,1970,yes,2990000,San Diego,1465.69
7939 Nathaniel Ct,4,5,4735,2007,yes,3395000,San Diego,717.0
8640 Herrington Way,5,5,4524,2009,yes,2995000,San Diego,662.02
6103 Avenida Picacho,6,8,9090,1987,yes,8995000,San Diego,989.55
401-405 Westbourne St,4,5,2351,1920,yes,3395000,San Diego,1444.07
8511 Jade Coast Dr,3,2,1595,1970,yes,920000,San Diego,576.8
4325-31 Clairemont Dr,10,6,3700,1953,yes,2995000,San Diego,809.46
16106 Veridian Cir,4,3,2086,2017,yes,1150000,San Diego,551.29
6735 S  La Jolla Scenic Dr   S,5,6,5798,2003,yes,5850000,San Diego,1008.97
3285 5th Ave,3,3,2130,2008,yes,1599000,San Diego,750.7
4651 Pico St #107,1,1,625,1976,yes,518000,San Diego,828.8
819 Gage Dr,3,2,1721,1952,yes,1949000,San Diego,1132.48
1600 Palm Ave #86,3,2,920,2023,yes,249500,San Diego,271.2
3535 Columbia St,4,3,1972,1985,yes,1450000,San Diego,735.29
2616 Hartford St,5,4,3388,2021,yes,3395000,San Diego,1002.07
6514 Roxy Ln,3,2,1143,1954,yes,915000,San Diego,800.52
2420 Upas St,5,5,2532,2005,yes,2495000,San Diego,985.39
16650 Diaz Dr,2,2,1358,1970,yes,665000,San Diego,489.69
6380 Viewpoint Ct,5,2,1940,1978,yes,749888,San Diego,386.54
888 W  East St W  #1402,2,3,1806,2018,yes,2150000,San Diego,1190.48
8328 Regents Rd #1K,1,1,624,1985,yes,569000,San Diego,911.86
2623 Ocean Front Walk,4,5,2809,1981,yes,5800000,San Diego,2064.79
4435 Yerba Santa Dr,6,7,4463,1972,yes,2800000,San Diego,627.38
8957 Lightwave Ave,3,3,1519,2014,yes,888000,San Diego,584.6
16750 Coyote Bush Dr #82,3,2,1544,2019,yes,1115000,San Diego,722.15
6550 Windward Ridge Way,4,3,2000,1999,yes,1699000,San Diego,849.5
939 Coast Blvd #101,3,2,1800,1999,yes,5490000,San Diego,3050.0
1775 Diamond St   #1-213,1,1,653,1975,yes,494800,San Diego,757.73
4243 39th St #A,1,1,608,1980,yes,378000,San Diego,621.71
7437 Eads Ave,3,3,1672,2008,yes,2059000,San Diego,1231.46
2622 Escala Cir,3,3,1526,2004,yes,825000,San Diego,540.63
1124 S  39th St,3,1,960,1953,yes,675000,San Diego,703.12
50 The Point,5,3,2714,1977,yes,3650000,San Diego,1344.88
3144 Emerson St,2,3,1304,2017,yes,1250000,San Diego,958.59
8275 STATION VILLAGE LN #3211,2,2,1187,2005,yes,860000,San Diego,724.52
18577 Caminito Pasadero #412,2,2,1140,1993,yes,659900,San Diego,578.86
El Camino Del Teatro,5,11,11239,2019,yes,34750000,San Diego,3091.91
36 Admiralty Cross,5,3,3618,1977,yes,3999900,San Diego,1105.56
15277 Maturin Dr #56,1,1,769,1995,yes,500000,San Diego,650.2
3734 Cowley Way,3,2,1002,1953,yes,935000,San Diego,933.13
245 Prospect St #2,2,2,1271,1982,yes,1999950,San Diego,1573.52
550 Front St #1101,2,3,1676,2005,yes,2150000,San Diego,1282.82
1820 Avenida Del Mundo #502,2,2,1400,1978,yes,3200000,San Diego,2285.71
518 S  35th St,2,1,532,1925,yes,475000,San Diego,892.86
7405 Charmant Dr #2326,2,2,934,1987,yes,759000,San Diego,812.63
4951 E  Mountain View Dr,2,1,886,1924,yes,1350000,San Diego,1523.7
4164 Cherokee Ave #G,2,2,792,1982,yes,499000,San Diego,630.05
9535 Poole St,4,4,2718,2011,yes,2930000,San Diego,1078.0
6303 Dowling Dr,4,3,2362,1990,yes,2795000,San Diego,1183.32
11076 Ivy Hill Dr,5,5,2900,1998,yes,2350000,San Diego,810.34
3519 Apollo St,3,2,1120,1958,yes,820000,San Diego,732.14
1588 Hawken Dr,4,3,2021,2003,yes,874900,San Diego,432.9
12550 Carmel Creek Rd #98,2,2,950,1990,yes,749888,San Diego,789.36
3826 Browning St,4,3,2298,1969,yes,1499999,San Diego,652.74
12620 Stellar Dr,5,3,3026,2022,yes,2099999,San Diego,693.99
1441 9th Ave #308,2,2,1213,2008,yes,825000,San Diego,680.13
5158 Triple Crown Row,3,4,3362,1986,yes,3285000,San Diego,977.1
3842 Modena Pl,4,3,3430,1998,yes,2995000,San Diego,873.18
247 B Ave,4,4,2708,1984,yes,3300000,San Diego,1218.61
13298 Glencliff Way,4,4,3071,1989,yes,3000000,San Diego,976.88
5185 Rancho Quinta Bnd,4,5,5614,2004,yes,4900000,San Diego,872.82
434 Orange Ave #3A,3,3,1896,2021,yes,3200000,San Diego,1687.76
445 Island Ave #514,2,1,846,2006,yes,650000,San Diego,768.32
1720 Avenida Del Mundo #501,0,1,663,1973,yes,1025000,San Diego,1546.0
13529 Jadestone Way,4,3,1550,1996,yes,1495000,San Diego,964.52
2045 Galveston St,2,1,914,1942,yes,1500000,San Diego,1641.14
4258 Feather Ave,3,2,1923,1954,yes,1165000,San Diego,605.82
12515 Oaks North Dr #132,2,2,1096,1977,yes,499000,San Diego,455.29
1026 G Ave,5,5,3307,2005,yes,6250000,San Diego,1889.93
396 Ridgecrest Dr,4,3,1607,1961,yes,799000,San Diego,497.2
700 Front St #2705,2,4,2580,1991,yes,2049000,San Diego,794.19
2825 3rd Ave #406,3,2,1004,1988,yes,679000,San Diego,676.29
28 Green Turtle Rd,4,4,3250,1976,yes,3850000,San Diego,1184.62
550 Front St #1006,2,2,1012,2005,yes,874900,San Diego,864.53
5910 Madra Ave,5,6,4773,2004,yes,3500000,San Diego,733.29
8560 Via Mallorca #L,1,1,691,1972,yes,599988,San Diego,868.29
1552 Monmouth Dr,4,4,2614,1956,yes,3795000,San Diego,1451.8
2570 Willow St,4,3,1638,1955,yes,1650000,San Diego,1007.33
17003 San Antonio Rose Ct,5,6,4276,2006,yes,3695000,San Diego,864.13
2006 Chalcedony St,6,6,3254,1955,yes,2155000,San Diego,662.26
4060 Huerfano Ave #135,2,2,878,1972,yes,579900,San Diego,660.48
500 W  Harbor Dr   W  #516,1,1,726,1994,yes,629000,San Diego,866.39
2844 Burgener Blvd,5,4,2161,1952,yes,1849000,San Diego,855.62
1787 Neale St,5,6,3727,2023,yes,4700000,San Diego,1261.07
1380 Gertrude St,3,2,1440,1960,yes,1225000,San Diego,850.69
4611 Santa Cruz Ave,5,6,3782,2014,yes,4149000,San Diego,1097.04
9367 Bernardo Lakes Dr,7,8,5500,2000,yes,3900000,San Diego,709.09
2356 Worden St,4,2,1888,1968,yes,1549000,San Diego,820.44
777 6th Ave #404,1,1,656,2005,yes,450000,San Diego,685.98
4782 Old Cliffs Rd,2,2,1040,1965,yes,169900,San Diego,163.37
4996 Old Cliffs Rd,2,2,1344,1971,yes,150000,San Diego,111.61
1381 Palm Ave #9,2,2,629,2023,yes,199500,San Diego,317.17
2750 Wheatstone St #37,2,1,858,1976,yes,142000,San Diego,165.5
4991 Old Cliffs Rd,2,2,1440,1972,yes,180000,San Diego,125.0
4972 Old Cliffs Rd,3,2,1392,2004,yes,299990,San Diego,215.51
2750 Wheatstone St #42,3,2,1081,1972,yes,199000,San Diego,184.09
6460 Convoy Ct #139,3,2,960,1970,yes,179900,San Diego,187.4
3023-3029 Jarvis St,7,5,3050,1951,yes,2100000,San Diego,688.52
1830 Avenida Del Mundo #1402,1,1,756,1974,yes,1195000,San Diego,1580.69
1801 Illion St,6,5,4196,2010,yes,2999900,San Diego,714.94
13081 Dressage Ln,7,5,4400,2002,yes,3199000,San Diego,727.05
4206 Eight Bannock Ave,2,2,1232,1954,yes,960000,San Diego,779.22
14211 Fox Run Row,3,3,2851,1987,yes,2285000,San Diego,801.47
10650 Melogold Way,3,3,2574,2022,yes,1670000,San Diego,648.8
804 Ensenada Ct,5,3,1920,1978,no,2695000,San Diego,1403.65
6131 La Pintura Dr,7,7,5548,2000,yes,4450000,San Diego,802.09
17464 Plaza Cerado #84,2,1,945,1973,yes,479000,San Diego,506.88
9351 La Jolla Farms Rd,8,5,4925,1975,yes,6497000,San Diego,1319.19
5220 Le Barron Rd,4,4,2744,1974,yes,1799999,San Diego,655.98
7425 Charmant Dr #2815,2,2,934,1987,yes,745000,San Diego,797.64
12780 Avenida La Valencia #163,2,2,1372,1974,yes,689900,San Diego,502.84
1937 Paseo Dorado,3,4,2793,1990,yes,4600000,San Diego,1646.97
16176 Veridian Cir,4,4,1858,2016,yes,1100000,San Diego,592.03
2500 6th Ave #5,4,5,4715,2005,yes,5500000,San Diego,1166.49
5943 Caminito Deporte,3,2,1334,1977,yes,740000,San Diego,554.72
4111 Bayard St,5,5,4612,1984,yes,4400000,San Diego,954.03
4470 Appleton St,3,2,1626,1958,yes,1275000,San Diego,784.13
249 Playa Del Norte St,2,4,2989,2020,yes,3950000,San Diego,1321.51
3579 Orange Ave,2,1,720,1925,yes,675000,San Diego,937.5
10 Jamaica Village Rd,3,3,1826,1971,yes,1400000,San Diego,766.7
8168 Santaluz Village Grn N,3,3,2248,2003,yes,2395000,San Diego,1065.39
2003 Bayview Heights Dr #35,1,1,624,1969,yes,170000,San Diego,272.44
1011 Beyer Way #122,2,2,1344,1971,yes,154999,San Diego,115.33
6125 Glennchester Row,3,3,2786,1995,yes,2595000,San Diego,931.44
1517-1521 Meade Ave,5,3,1703,1903,yes,1495000,San Diego,877.86
5964 Baja Dr,4,3,1934,1957,yes,999500,San Diego,516.8
4880 54th St,6,3,1671,1965,yes,999500,San Diego,598.14
5063 Chaparral Way,5,2,1854,1960,yes,999500,San Diego,539.1
12206 Fairway Pointe Row,5,4,4680,1987,yes,2199000,San Diego,469.87
14790 Caminito Porta Delgada,4,4,3022,1989,yes,2799990,San Diego,926.54
1770 Avenida Del Mundo #1401,1,1,800,1974,yes,1499000,San Diego,1873.75
801 Ash St #202,2,2,1245,2006,yes,775000,San Diego,622.49
7950 Avenida Kirjah,5,7,5814,2006,yes,4995000,San Diego,859.13
101 Market St #437,1,1,681,2005,yes,585000,San Diego,859.03
7880 Calle Dos Lagos,4,5,4315,1976,yes,4400000,San Diego,1019.7
4072 Sequoia St,4,4,1900,2023,yes,2199000,San Diego,1157.37
550 Front St #908,2,3,1509,2005,yes,1790000,San Diego,1186.22
10336 Londonderry Ave,2,2,1008,1972,yes,949900,San Diego,942.36
550 Front St #2102,2,2,1045,2005,yes,899000,San Diego,860.29
503 9th St,4,5,2937,2020,yes,6599000,San Diego,2246.85
8395 Menkar Rd,3,2,1275,1975,yes,1029000,San Diego,807.06
8662 Villa La Jolla Dr #3,2,3,1358,1981,yes,1040000,San Diego,765.83
1210 3rd St,3,2,1546,1938,yes,2035000,San Diego,1316.3
8225 Artesian Rd,4,4,4712,2014,yes,5495000,San Diego,1166.17
5391 Foxhound Way,5,5,3927,2000,yes,2675000,San Diego,681.18
220 Coast Blvd #2M,0,1,328,1959,yes,749000,San Diego,2283.54
5261 Catoctin Dr,3,2,1249,1951,yes,975000,San Diego,780.62
2888 Iris Ave #12,4,2,1493,2020,yes,329000,San Diego,220.36
1025 Hunter St,3,3,1678,1914,yes,1819000,San Diego,1084.03
5030 August St,5,4,2398,1956,yes,1675000,San Diego,698.5
3115 Thorn St,3,1,999,1911,yes,1175000,San Diego,1176.18
3747 Hemlock St,5,3,2150,1955,yes,799000,San Diego,371.63
3426 Felton St,2,1,676,1939,yes,1050000,San Diego,1553.25
3552 1/2 Front St,3,3,1750,1942,yes,1675000,San Diego,957.14
1295 Buenos Ave,3,3,2560,1983,yes,1695000,San Diego,662.11
889 Date St #216,1,1,606,2007,yes,500000,San Diego,825.08
357 Playa Del Sur #1,3,3,1470,1981,yes,1799000,San Diego,1223.81
820-22 Santa Clara Pl,6,4,2669,1983,yes,2879000,San Diego,1078.68
3760 Pershing Ave,6,5,3137,2023,yes,2895000,San Diego,922.86
2983-85 Webster Ave,2,2,1008,1928,no,955000,San Diego,947.42
17161 Alva Rd #712,3,2,1232,1992,yes,669500,San Diego,543.43
425 W  Beech St #1707,2,3,1305,2004,yes,979000,San Diego,750.19
9747 W  Canyon Ter  W  #5,3,3,1402,2000,yes,899999,San Diego,641.94
225 Via Del Norte,5,5,3495,1949,yes,9995000,San Diego,2859.8
888 W  E St   #3006,2,2,1390,2018,yes,2145000,San Diego,1543.17
1125 Pacific Beach Dr #104,3,3,1860,1995,yes,2750000,San Diego,1478.49
7221 Conestoga Pl,4,3,2064,1965,yes,1295000,San Diego,627.42
1531 Coast Walk,5,6,5099,2000,yes,10900000,San Diego,2137.67
16227 Palomino Mesa Pl,6,3,3616,2003,yes,1999000,San Diego,552.82
4139-43 Louisiana St,5,3,1666,1955,yes,1529000,San Diego,917.77
4524 Wilson Ave #206,1,1,488,1996,yes,399000,San Diego,817.62
7760 Eads Ave,3,3,2947,2000,yes,2949990,San Diego,1001.01
4115 Van Dyke Ave,1,1,380,1926,yes,479000,San Diego,1260.53
740 Cotton St,4,2,1298,1955,yes,975000,San Diego,751.16
5153 Mission Blvd,6,4,2891,1950,yes,3949000,San Diego,1365.96
5389 La Jolla Mesa Dr,4,2,2364,1950,yes,2750000,San Diego,1163.28
7 Half Moon Bnd,3,3,1938,1971,yes,1699990,San Diego,877.19
3890 Sipes Ln #36,3,2,1344,1986,yes,214899,San Diego,159.9
2999 Ocean Front Walk #1,2,3,1018,2006,yes,2649000,San Diego,2602.16
100 Harbor Dr #2404,2,2,1572,1992,yes,1650000,San Diego,1049.62
8111 Lazy River Rd,5,5,3585,2012,yes,2575000,San Diego,718.27
14321 Old,5,5,3580,2017,yes,2400000,San Diego,670.39
1491 Paseo Aurora,2,2,1193,2000,yes,519900,San Diego,435.79
1388 Kettner Blvd #2203,2,2,1241,2019,yes,1700000,San Diego,1369.86
8079 Caminito De Pizza #K,2,2,1020,1975,yes,590000,San Diego,578.43
4121-4121 59th St,6,5,2274,1926,yes,1775000,San Diego,780.56
13757 Kerry Ln,4,4,3820,2003,yes,2300000,San Diego,602.09
3031 Udall St,4,3,2635,2004,yes,1950000,San Diego,740.04
939 Coast Blvd #4H,1,1,930,1966,yes,1258600,San Diego,1353.33
3425 31st St,6,4,2889,2015,yes,2100000,San Diego,726.9
6210 Artisan Way,5,6,4490,2018,yes,3500000,San Diego,779.51
8236 La Jolla Shores Dr,3,2,1338,1950,yes,2595000,San Diego,1939.46
112 S  58th St,6,3,2160,1951,yes,820000,San Diego,379.63
1205 Pacific Hwy #1801,3,2,1944,2005,yes,2650000,San Diego,1363.17
8110 Twilight Point Way,5,6,4625,2014,yes,4200000,San Diego,908.11
4762 Governor Dr,5,2,1661,1974,yes,1275000,San Diego,767.61
324 28th St,2,2,876,1950,no,699000,San Diego,797.95
13283 Rancho Penasquitos Blvd #J207,1,1,602,1992,yes,440000,San Diego,730.9
311 San Elijo St,4,3,2230,1952,yes,2595000,San Diego,1163.68
9936 Scripps Westview Way #156,2,2,1052,1985,no,599900,San Diego,570.25
5953 Gaines St,3,3,1601,1980,yes,899000,San Diego,561.52
12835 Seabreeze Farms Dr,6,5,3577,2002,yes,2499000,San Diego,698.63
2750 4th Ave  #100,1,1,1231,2020,yes,1325000,San Diego,1076.36
700 W  East St #2202,2,2,1200,2008,yes,1090000,San Diego,908.33
1215-21 Grand Ave,6,5,3304,2017,yes,3999000,San Diego,1210.35
14534 Las Haciendas,4,4,3582,2003,yes,2899000,San Diego,809.32
2251 San Juan Rd,5,4,3904,1935,yes,3980000,San Diego,1019.47
7560 Eads Ave #1,3,2,1272,1989,yes,1178900,San Diego,926.81
5 Sandpiper Strand,3,3,3742,1983,yes,5000000,San Diego,1336.18
1820 Avenida Del Mundo #1201,1,2,1200,1978,yes,1895000,San Diego,1579.17
2003 Sunset Blvd,5,4,4886,1919,yes,3995000,San Diego,817.64
2102-2102 E  4th St   #8,4,4,2112,1953,no,1245000,San Diego,589.49
226 Orange Ave #103,2,2,1650,1990,yes,1499000,San Diego,908.48
14241 Via Baroda,5,4,3428,1990,yes,2995000,San Diego,873.69
3626-3628 Newton Ave,2,2,800,1953,no,579000,San Diego,723.75
6389 Castejon Dr,6,9,11000,2022,yes,19995000,San Diego,1817.73
700 W  East St   #2206,2,2,1548,2007,yes,1579000,San Diego,1020.03
18686 Caminito Cantilena #209,2,3,1275,1993,yes,695000,San Diego,545.1
3850 Quarter Mile Dr,3,3,2029,2003,yes,1639000,San Diego,807.79
1570 Linwood St,4,3,1769,1964,yes,1499000,San Diego,847.37
4639 Iroquois Ave,3,3,1644,1995,yes,1399000,San Diego,850.97
Plan 3 in Lotus at 3 Roots by Shea Homes-Family,5,5,3124,2023,no,1934129,San Diego,619.12
13159 Sea Knoll Ct,6,5,3780,1997,yes,2749000,San Diego,727.25
6034 Madra Ave,4,3,2828,1963,yes,1700000,San Diego,601.13
46 Spinnaker Way,4,4,3493,1988,yes,4250000,San Diego,1216.72
510 1st Ave #1904,3,2,1393,2002,yes,1496000,San Diego,1073.94
17221 Golden Wagon,5,4,3603,2008,yes,1980000,San Diego,549.54
3410 Caminito Daniella,6,8,8538,2011,yes,6699000,San Diego,784.61
5878 Soledad Rd,5,4,2711,1962,yes,2999000,San Diego,1106.23
4408-4408 Park Blvd #10,3,3,1400,1908,yes,1489000,San Diego,1063.57
1240 India St #506,2,1,943,2003,yes,774999,San Diego,821.84
200 Harbor Dr #3002,2,2,1474,1992,yes,1634900,San Diego,1109.16
379 F Ave,5,4,2601,1980,yes,3225000,San Diego,1239.91
3601 Bernwood Pl #71,1,1,594,1992,yes,675000,San Diego,1136.36
2855 5th Ave #1304,3,4,4875,2018,yes,8300000,San Diego,1702.56
555 Front St #2201,2,2,1186,2002,yes,1189000,San Diego,1002.53
2497 Darlington Row,5,4,2939,1997,yes,2949000,San Diego,1003.4
3879 Ocean Front Walk,5,5,2830,2010,yes,6750000,San Diego,2385.16
979 W  Laurel St,2,4,2000,2007,yes,1599000,San Diego,799.5
3295 Trumbull St,3,4,2442,2005,yes,2750000,San Diego,1126.13
5324 Naranja St,3,2,1272,1958,yes,950000,San Diego,746.86
3079 Grape St,3,2,1339,1925,yes,1099000,San Diego,820.76
2060 Caminito Circulo Norte,3,2,1700,1971,yes,1495000,San Diego,879.41
15903 Pomerol Ln,5,4,3649,2018,yes,2399999,San Diego,657.71
2129 B St,4,4,2176,1943,yes,1795000,San Diego,824.91
333 G Ave,3,3,1915,2004,yes,2799000,San Diego,1461.62
3890 Nobel Dr #503,2,2,1153,1990,yes,469000,San Diego,406.76
8610 Herrington Way,5,5,4071,2008,yes,2999000,San Diego,736.67
421 8th St,4,4,2538,2015,yes,3995000,San Diego,1574.07
556 G Ave,4,4,2424,2021,yes,2975000,San Diego,1227.31
1961 Frankfort St,2,2,1830,1985,yes,1199000,San Diego,655.19
720-22 W  Juniper St,7,4,4700,1965,yes,2950000,San Diego,627.66
1816 Diamond St,2,1,800,1979,yes,1150000,San Diego,1437.5
5373 Foxhound Way,6,4,3601,2000,yes,2699000,San Diego,749.51
850 Beech St #811,2,2,1230,2003,yes,865000,San Diego,703.25
3890 Nobel Dr #301,2,2,1226,1992,yes,449900,San Diego,366.97
15623 Via Santa Pradera,5,6,4968,2015,yes,3300000,San Diego,664.25
640 Camino De La Reina #1101,2,2,1017,1995,yes,650000,San Diego,639.13
942-942 D Ave  #B,2,3,1529,1991,yes,1895000,San Diego,1239.37
6749 Mezin Way,3,1,1034,1978,yes,630000,San Diego,609.28
